Row_Id,Order Date,Year,Month,Ship Date,Delivery Time,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3901,1/3/2012,2012,Jan,1/8/2012,5,Standard Class,Sylvia Foulston,Corporate,United States,Baytown,Texas,Central,Office Supplies,Paper,Xerox 21,$10.37 ,2,20.00%,$3.63 
3902,11/14/2012,2012,Nov,11/20/2012,6,Standard Class,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,$47.98 ,2,20.00%,($1.20)
3903,10/2/2012,2012,Oct,10/7/2012,5,Second Class,Christopher Schild,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$270.34 ,14,0.00%,$75.70 
3904,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,$98.11 ,7,20.00%,$18.40 
3905,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,$563.81 ,4,20.00%,$21.14 
3906,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Cardinal Slant-D Ring Binders,$10.43 ,4,70.00%,($6.95)
3907,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,$547.14 ,4,20.00%,($68.39)
3908,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,$14.85 ,5,40.00%,($3.22)
3909,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Speck Products Candyshell Flip Case,$41.99 ,2,40.00%,($9.80)
3910,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",$7.58 ,1,20.00%,$2.37 
3911,4/5/2012,2012,Apr,4/10/2012,5,Standard Class,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",$352.45 ,5,50.00%,($211.47)
3912,6/6/2014,2014,Jun,6/7/2014,1,First Class,Adrian Barton,Consumer,United States,Pearland,Texas,Central,Technology,Phones,LG G3,$470.38 ,3,20.00%,$52.92 
3913,9/19/2014,2014,Sep,9/26/2014,7,Standard Class,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Xerox 203,$19.44 ,3,0.00%,$9.33 
3914,9/19/2014,2014,Sep,9/26/2014,7,Standard Class,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Ultra Door Push Plate,$9.82 ,2,0.00%,$3.24 
3915,7/19/2014,2014,Jul,7/24/2014,5,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,Chromcraft 48" x 96" Racetrack Double Pedestal Table,$801.60 ,5,50.00%,($448.90)
3916,7/19/2014,2014,Jul,7/24/2014,5,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$161.57 ,2,20.00%,$10.10 
3917,7/19/2014,2014,Jul,7/24/2014,5,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,$16.10 ,2,20.00%,$5.23 
3918,7/19/2014,2014,Jul,7/24/2014,5,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Acco Expandable Hanging Binders,$7.66 ,4,70.00%,($6.12)
3919,7/19/2014,2014,Jul,7/24/2014,5,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,High-Back Leather Manager's Chair,$311.98 ,3,20.00%,($42.90)
3920,12/1/2012,2012,Dec,12/7/2012,6,Standard Class,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",$61.68 ,4,0.00%,$16.65 
3921,12/1/2012,2012,Dec,12/7/2012,6,Standard Class,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$63.96 ,4,0.00%,$30.70 
3922,6/29/2013,2013,Jun,7/3/2013,4,Second Class,Roland Fjeld,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,$359.98 ,3,20.00%,$36.00 
3923,8/29/2014,2014,Aug,9/2/2014,4,Standard Class,Sean Christensen,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$25.34 ,6,20.00%,$7.92 
3924,8/29/2014,2014,Aug,9/2/2014,4,Standard Class,Sean Christensen,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),$26.72 ,5,20.00%,$9.35 
3925,9/17/2011,2011,Sep,9/21/2011,4,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon Gobal File Keepers,$30.28 ,2,0.00%,$1.21 
3926,9/17/2011,2011,Sep,9/21/2011,4,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$57.93 ,3,0.00%,$16.22 
3927,9/17/2011,2011,Sep,9/21/2011,4,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,Executive Impressions 12" Wall Clock,$35.34 ,2,0.00%,$13.43 
3928,9/17/2011,2011,Sep,9/21/2011,4,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$137.24 ,5,20.00%,$46.32 
3929,3/15/2013,2013,Mar,3/18/2013,3,First Class,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",$241.33 ,5,32.00%,($14.20)
3930,3/15/2013,2013,Mar,3/18/2013,3,First Class,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Paper,Xerox 1993,$5.18 ,1,20.00%,$1.88 
3931,3/15/2013,2013,Mar,3/18/2013,3,First Class,John Stevenson,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",$145.54 ,7,20.00%,$16.37 
3932,8/27/2013,2013,Aug,9/3/2013,7,Standard Class,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",$5.47 ,3,20.00%,$1.64 
3933,8/27/2013,2013,Aug,9/3/2013,7,Standard Class,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Trackman Marble Mouse,$47.98 ,2,20.00%,$13.20 
3934,9/3/2014,2014,Sep,9/9/2014,6,Standard Class,Anthony Witt,Consumer,United States,Bakersfield,California,West,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",$9.40 ,5,0.00%,$2.73 
3935,9/3/2014,2014,Sep,9/9/2014,6,Standard Class,Anthony Witt,Consumer,United States,Bakersfield,California,West,Office Supplies,Labels,Avery 505,$74.00 ,5,0.00%,$37.00 
3936,9/3/2014,2014,Sep,9/9/2014,6,Standard Class,Anthony Witt,Consumer,United States,Bakersfield,California,West,Technology,Phones,Ooma Telo VoIP Home Phone System,$201.58 ,2,20.00%,$12.60 
3937,6/16/2012,2012,Jun,6/20/2012,4,Standard Class,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Envelopes,Staples,$28.75 ,3,20.00%,$9.34 
3938,6/16/2012,2012,Jun,6/20/2012,4,Standard Class,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,Xerox 188,$27.22 ,3,20.00%,$9.87 
3939,6/16/2012,2012,Jun,6/20/2012,4,Standard Class,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,$197.37 ,2,30.00%,($25.38)
3940,12/11/2013,2013,Dec,12/11/2013,0,Same Day,Mark Hamilton,Consumer,United States,Greenwood,Indiana,Central,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"$1,424.90 ",5,0.00%,$356.23 
3941,5/19/2014,2014,May,5/24/2014,5,Standard Class,Toby Swindell,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",$14.56 ,2,0.00%,$6.26 
3942,5/19/2014,2014,May,5/24/2014,5,Standard Class,Toby Swindell,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3.05 ,1,20.00%,$1.03 
3943,5/28/2014,2014,May,5/30/2014,2,Second Class,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Paper,Xerox 2,$25.92 ,5,20.00%,$9.07 
3944,6/24/2013,2013,Jun,7/1/2013,7,Standard Class,Maureen Gnade,Consumer,United States,Buffalo,New York,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$835.17 ,7,0.00%,$16.70 
3945,5/17/2013,2013,May,5/22/2013,5,Second Class,Denny Ordway,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 196,$17.34 ,3,0.00%,$8.50 
3946,11/19/2014,2014,Nov,11/24/2014,5,Standard Class,Art Ferguson,Consumer,United States,Homestead,Florida,South,Office Supplies,Paper,Xerox 194,$44.38 ,1,20.00%,$15.53 
3947,11/19/2014,2014,Nov,11/24/2014,5,Standard Class,Art Ferguson,Consumer,United States,Homestead,Florida,South,Office Supplies,Supplies,Staples,$2.94 ,1,20.00%,($0.66)
3948,11/19/2013,2013,Nov,11/23/2013,4,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Art,4009 Highlighters by Sanford,$6.37 ,2,20.00%,$1.03 
3949,11/19/2013,2013,Nov,11/23/2013,4,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$48.85 ,2,20.00%,$15.88 
3950,11/19/2013,2013,Nov,11/23/2013,4,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 1881,$19.65 ,2,20.00%,$6.63 
3951,11/19/2013,2013,Nov,11/23/2013,4,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,Furniture,Chairs,"Global Value Steno Chair, Gray",$255.11 ,6,30.00%,($18.22)
3952,11/28/2011,2011,Nov,11/30/2011,2,Second Class,Mary O'Rourke,Consumer,United States,Freeport,New York,East,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$17.25 ,2,20.00%,$6.04 
3953,3/2/2013,2013,Mar,3/9/2013,7,Standard Class,Odella Nelson,Corporate,United States,Denver,Colorado,West,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,$159.98 ,2,20.00%,$14.00 
3954,1/16/2014,2014,Jan,1/20/2014,4,Standard Class,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$12.70 ,2,0.00%,$5.84 
3955,4/4/2011,2011,Apr,4/9/2011,5,Standard Class,Maurice Satty,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,$5.47 ,1,0.00%,$2.35 
3956,4/4/2011,2011,Apr,4/9/2011,5,Standard Class,Maurice Satty,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Newell 319,$79.36 ,4,0.00%,$23.81 
3957,6/27/2013,2013,Jun,7/4/2013,7,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$22.14 ,3,0.00%,$6.42 
3958,5/30/2013,2013,May,6/3/2013,4,Standard Class,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,$11.28 ,3,70.00%,($8.65)
3959,5/30/2013,2013,May,6/3/2013,4,Standard Class,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Art,Newell 333,$4.45 ,2,20.00%,$0.33 
3960,5/30/2013,2013,May,6/3/2013,4,Standard Class,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,$44.76 ,3,20.00%,$14.55 
3961,10/19/2012,2012,Oct,10/24/2012,5,Standard Class,Nicole Hansen,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,$38.28 ,6,0.00%,$17.61 
3962,10/19/2012,2012,Oct,10/24/2012,5,Standard Class,Nicole Hansen,Corporate,United States,Detroit,Michigan,Central,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$149.95 ,5,0.00%,$44.99 
3963,2/20/2014,2014,Feb,2/21/2014,1,First Class,Emily Ducich,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,Newell 320,$12.84 ,3,0.00%,$3.47 
3964,2/20/2014,2014,Feb,2/21/2014,1,First Class,Emily Ducich,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,$44.67 ,3,0.00%,$12.06 
3965,9/23/2013,2013,Sep,9/29/2013,6,Standard Class,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 348,$7.87 ,3,20.00%,$0.89 
3966,11/12/2011,2011,Nov,11/17/2011,5,Second Class,Denise Monton,Corporate,United States,Asheville,North Carolina,South,Office Supplies,Art,Newell 350,$7.87 ,3,20.00%,$0.89 
3967,4/2/2013,2013,Apr,4/7/2013,5,Standard Class,Don Weiss,Consumer,United States,New York City,New York,East,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,$88.04 ,4,0.00%,$22.89 
3968,5/21/2013,2013,May,5/24/2013,3,First Class,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,West,Office Supplies,Binders,GBC Durable Plastic Covers,$40.64 ,7,70.00%,($32.51)
3969,6/1/2012,2012,Jun,6/5/2012,4,Standard Class,Katrina Edelman,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,Avery Poly Binder Pockets,$5.73 ,8,80.00%,($9.16)
3970,6/1/2012,2012,Jun,6/5/2012,4,Standard Class,Katrina Edelman,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1928,$42.24 ,10,20.00%,$13.20 
3971,11/22/2011,2011,Nov,11/26/2011,4,Standard Class,Susan Pistek,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1895,$53.82 ,9,0.00%,$24.22 
3972,2/22/2012,2012,Feb,2/24/2012,2,Second Class,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 34,$79.36 ,4,0.00%,$20.63 
3973,3/30/2013,2013,Mar,4/3/2013,4,Standard Class,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",$13.48 ,2,0.00%,$6.74 
3974,3/30/2013,2013,Mar,4/3/2013,4,Standard Class,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",$29.80 ,5,20.00%,$9.31 
3975,3/30/2013,2013,Mar,4/3/2013,4,Standard Class,Janet Martin,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,$414.00 ,8,0.00%,$124.20 
3976,3/30/2013,2013,Mar,4/3/2013,4,Standard Class,Janet Martin,Consumer,United States,New York City,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,$41.33 ,7,20.00%,$14.98 
3977,10/23/2013,2013,Oct,10/25/2013,2,First Class,Eric Barreto,Consumer,United States,Richmond,Virginia,South,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",$39.92 ,4,0.00%,$11.18 
3978,10/3/2014,2014,Oct,10/8/2014,5,Standard Class,Frank Gastineau,Home Office,United States,Seattle,Washington,West,Office Supplies,Fasteners,Staples,$8.94 ,3,0.00%,$4.11 
3979,10/3/2014,2014,Oct,10/8/2014,5,Standard Class,Frank Gastineau,Home Office,United States,Seattle,Washington,West,Technology,Phones,i.Sound Portable Power - 8000 mAh,$84.78 ,2,20.00%,($20.14)
3980,12/23/2011,2011,Dec,12/27/2011,4,Standard Class,Tiffany House,Corporate,United States,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$53.32 ,2,40.00%,($19.55)
3981,12/23/2011,2011,Dec,12/27/2011,4,Standard Class,Tiffany House,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$56.52 ,3,0.00%,$15.83 
3982,12/16/2014,2014,Dec,12/21/2014,5,Standard Class,Paul Lucas,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",$22.77 ,3,0.00%,$9.79 
3983,7/8/2013,2013,Jul,7/10/2013,2,Second Class,Christopher Conant,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",$287.97 ,4,20.00%,($3.60)
3984,7/8/2013,2013,Jul,7/10/2013,2,Second Class,Christopher Conant,Consumer,United States,Los Angeles,California,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,"$2,799.96 ",5,20.00%,$944.99 
3985,7/8/2013,2013,Jul,7/10/2013,2,Second Class,Christopher Conant,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1942,$48.94 ,1,0.00%,$24.47 
3986,4/18/2013,2013,Apr,4/22/2013,4,Standard Class,Jessica Myrick,Consumer,United States,Lakewood,California,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",$257.50 ,3,15.00%,$24.24 
3987,4/9/2014,2014,Apr,4/15/2014,6,Standard Class,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"$2,591.56 ",4,0.00%,$621.97 
3988,4/9/2014,2014,Apr,4/15/2014,6,Standard Class,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$41.95 ,5,0.00%,$10.49 
3989,4/18/2013,2013,Apr,4/23/2013,5,Standard Class,Charles Sheldon,Corporate,United States,Columbia,Tennessee,South,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",$79.12 ,5,20.00%,$13.85 
3990,11/25/2011,2011,Nov,11/27/2011,2,Second Class,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$52.96 ,2,0.00%,$20.12 
3991,11/3/2011,2011,Nov,11/8/2011,5,Standard Class,Maxwell Schwartz,Consumer,United States,Lancaster,Pennsylvania,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$286.34 ,3,20.00%,($64.43)
3992,5/1/2012,2012,May,5/5/2012,4,Standard Class,David Bremer,Corporate,United States,Tampa,Florida,South,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$63.55 ,3,20.00%,$14.30 
3993,5/1/2012,2012,May,5/5/2012,4,Standard Class,David Bremer,Corporate,United States,Tampa,Florida,South,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",$41.38 ,3,20.00%,$4.65 
3994,5/1/2012,2012,May,5/5/2012,4,Standard Class,David Bremer,Corporate,United States,Tampa,Florida,South,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,$172.70 ,6,20.00%,$10.79 
3995,3/8/2012,2012,Mar,3/12/2012,4,Standard Class,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Bookcases,Rush Hierlooms Collection 1" Thick Stackable Bookcases,$512.94 ,3,0.00%,$97.46 
3996,3/8/2012,2012,Mar,3/12/2012,4,Standard Class,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Chairs,Hon Mobius Operator's Chair,$860.93 ,7,0.00%,$189.40 
3997,3/8/2012,2012,Mar,3/12/2012,4,Standard Class,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$769.95 ,5,0.00%,$223.29 
3998,3/8/2012,2012,Mar,3/12/2012,4,Standard Class,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,$14.98 ,1,0.00%,$4.49 
3999,3/8/2012,2012,Mar,3/12/2012,4,Standard Class,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,$373.08 ,6,0.00%,$82.08 
4000,7/17/2012,2012,Jul,7/20/2012,3,Second Class,Michael Paige,Corporate,United States,Port Saint Lucie,Florida,South,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$231.92 ,5,20.00%,$5.80 
4001,10/11/2011,2011,Oct,10/16/2011,5,Standard Class,Dean percer,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,DAX Cubicle Frames - 8x10,$63.47 ,11,0.00%,$19.04 
4002,10/11/2011,2011,Oct,10/16/2011,5,Standard Class,Dean percer,Home Office,United States,Seattle,Washington,West,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,$345.00 ,5,0.00%,$58.65 
4003,3/4/2013,2013,Mar,3/9/2013,5,Standard Class,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",$637.90 ,3,30.00%,($127.58)
4004,3/4/2013,2013,Mar,3/9/2013,5,Standard Class,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,Canon PC170 Desktop Personal Copier,$287.91 ,3,40.00%,$33.59 
4005,3/4/2013,2013,Mar,3/9/2013,5,Standard Class,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",$36.60 ,3,20.00%,$11.90 
4006,12/10/2012,2012,Dec,12/16/2012,6,Standard Class,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Office Supplies,Art,Staples,$1.78 ,1,0.00%,$0.50 
4007,12/10/2012,2012,Dec,12/16/2012,6,Standard Class,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,Xerox 201,$25.92 ,4,0.00%,$12.44 
4008,12/10/2012,2012,Dec,12/16/2012,6,Standard Class,Khloe Miller,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",$101.94 ,6,0.00%,$21.41 
4009,12/18/2012,2012,Dec,12/22/2012,4,Standard Class,Michael Kennedy,Corporate,United States,Louisville,Colorado,West,Office Supplies,Art,Newell 320,$6.85 ,2,20.00%,$0.60 
4010,1/2/2014,2014,Jan,1/6/2014,4,Standard Class,Steven Cartwright,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Howard Miller 11-1/2" Diameter Brentwood Wall Clock,$474.43 ,11,0.00%,$199.26 
4011,11/22/2014,2014,Nov,11/25/2014,3,First Class,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1972,$8.45 ,2,20.00%,$2.64 
4012,11/22/2014,2014,Nov,11/25/2014,3,First Class,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$39.30 ,4,20.00%,$3.93 
4013,12/22/2012,2012,Dec,12/27/2012,5,Standard Class,Beth Thompson,Home Office,United States,Superior,Wisconsin,Central,Office Supplies,Art,Newell 336,$17.12 ,4,0.00%,$4.96 
4014,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$542.94 ,3,0.00%,$152.02 
4015,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Labels,Avery 474,$8.64 ,3,0.00%,$4.23 
4016,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1944,$193.80 ,5,0.00%,$94.96 
4017,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1962,$21.40 ,5,0.00%,$9.63 
4018,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 1890,$97.88 ,2,0.00%,$48.94 
4019,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Technology,Accessories,Maxell LTO Ultrium - 800 GB,$251.91 ,9,0.00%,$47.86 
4020,8/23/2012,2012,Aug,8/28/2012,5,Standard Class,Fred Harton,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",$25.86 ,3,0.00%,$6.72 
4021,6/22/2011,2011,Jun,6/27/2011,5,Standard Class,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",$170.06 ,3,30.00%,($4.86)
4022,6/22/2011,2011,Jun,6/27/2011,5,Standard Class,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Technology,Phones,Panasonic Kx-TS550,$82.78 ,3,40.00%,($15.18)
4023,6/22/2011,2011,Jun,6/27/2011,5,Standard Class,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$853.93 ,5,30.00%,$0.00 
4024,10/28/2014,2014,Oct,10/29/2014,1,First Class,Jack O'Briant,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",$556.67 ,5,15.00%,$6.55 
4025,10/28/2014,2014,Oct,10/29/2014,1,First Class,Jack O'Briant,Corporate,United States,San Francisco,California,West,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,$95.84 ,4,20.00%,$34.74 
